lead_id,created_date,branch,channel,country_interested,service_type,counselor,budget_range,follow_up_count,status,last_update_date,cycle_days
LD01029,2025-03-31,Dhanmondi,Walk-in,Canada,Study Abroad Consultation,Tanvir,<5 Lakh,4,Consultation Done,2025-04-11,11
LD01030,2026-02-01,Dhanmondi,Seminar/Event,Canada,Study Abroad Consultation,Mim,5-10 Lakh,3,Lost,2026-02-17,16
LD01031,2026-03-02,Uttara,Website Form,Australia,Study Abroad Consultation,Shuvo,20+ Lakh,4,Lost,2026-04-15,44
LD01032,2025-01-21,Uttara,Facebook Ads,Australia,Visa Processing,Priya,5-10 Lakh,4,Contacted,2025-01-25,4
LD01033,2025-05-28,Kalabagan,Seminar/Event,UK,Visa Processing,Nusrat,10-20 Lakh,6,Consultation Done,2025-06-14,17
LD01034,2025-06-08,Sylhet,Facebook Ads,Australia,Study Abroad Consultation,Arafat,<5 Lakh,3,Visa Approved,2025-07-03,25
LD01035,2026-01-08,Uttara,Referral,Australia,Study Abroad Consultation,Rafi,,3,Enrolled,2026-05-12,124
LD01036,2026-01-29,Kalabagan,Referral,UK,IELTS Preparation,Mim,5-10 Lakh,1,Lost,2026-02-07,9
LD01037,2025-04-05,Kalabagan,Website Form,Canada,Study Abroad Consultation,Nusrat,10-20 Lakh,0,Lost,2025-05-14,39
LD01038,2025-09-17,Dhanmondi ,Referral,UK,Visa Processing,Priya,20+ Lakh,3,Enrolled,2026-01-11,116
LD01039,2025-10-03,Kalabagan,Referral,USA,IELTS Preparation,Priya,<5 Lakh,4,Lost,2025-11-04,32
LD01040,2025-05-11,Sylhet,Referral,Germany,IELTS Preparation,Nusrat,10-20 Lakh,4,Enrolled,2025-06-19,39
LD01041,2025-03-18,Chattogram,Facebook Ads,USA,IELTS Preparation,Nusrat,10-20 Lakh,1,New,2025-03-29,11
LD01042,2025-06-11,Sylhet,Facebook Ads,UK,Study Abroad Consultation,Rafi,20+ Lakh,2,New,2025-06-26,15
LD01043,2025-05-14,Dhanmondi,Facebook Ads,Australia,Language Course,Priya,5-10 Lakh,0,Contacted,2025-05-27,13
LD01044,2025-09-06,Kalabagan,Website Form,Canada,IELTS Preparation,Rafi,<5 Lakh,4,Consultation Done,2025-09-23,17
LD01045,2025-01-01,Dhanmondi,Website Form,USA,Study Abroad Consultation,Nusrat,20+ Lakh,2,Lost,2025-02-09,39
LD01046,2026-03-13,Uttara,Walk-in,Australia,Study Abroad Consultation,Tanvir,10-20 Lakh,3,Visa Approved,2026-04-03,21
LD01047,2025-06-10,Uttara,Referral,Canada,Study Abroad Consultation,Arafat,<5 Lakh,4,Lost,2025-07-28,48
LD01048,2025-03-10,Sylhet,Referral,Canada,Study Abroad Consultation,Nusrat,5-10 Lakh,2,Contacted,2025-03-21,11
LD01049,2025-08-08,Sylhet,Facebook Ads,Canada,IELTS Preparation,Arafat,<5 Lakh,1,Consultation Done,2025-08-21,13
LD01050,2025-11-22,Chattogram,Website Form,UK,Study Abroad Consultation,tanvir,10-20 Lakh,3,Contacted,2025-11-25,3
LD01051,2025-03-21,Kalabagan,Referral,Australia,Study Abroad Consultation,Priya,10-20 Lakh,3,Lost,2025-03-25,4
LD01052,2025-07-14,Dhanmondi,Facebook Ads,Germany,Language Course,Rafi,5-10 Lakh,2,Contacted,2025-07-27,13
LD01053,2025-10-11,Kalabagan,Facebook Ads,Germany,Study Abroad Consultation,Arafat,20+ Lakh,3,Contacted,2025-10-16,5
LD01054,2026-05-23,Kalabagan,Google Ads,UK,Study Abroad Consultation,Rafi,<5 Lakh,4,Consultation Done,2026-06-10,18
LD01055,2026-07-19,Kalabagan,Website Form,Australia,IELTS Preparation,Tanvir,20+ Lakh,2,Lost,2026-07-31,50
LD01056,2025-12-30,Chattogram,Facebook Ads,UK,Study Abroad Consultation,Tanvir,<5 Lakh,4,New,2026-01-08,9
LD01057,2026-01-26,Kalabagan,Walk-in,Malaysia,Study Abroad Consultation,Shuvo,10-20 Lakh,1,New,2026-02-03,8
LD01058,2026-03-03,Chattogram,Website Form,USA,Study Abroad Consultation,Mim,,1,Contacted,2026-03-06,3
LD01059,2026-05-24,Kalabagan,Google Ads,Australia,Study Abroad Consultation,Priya,10-20 Lakh,1,Enrolled,2026-07-31,124
LD01060,2025-06-12,Kalabagan,Referral,UK,Study Abroad Consultation,Rafi,10-20 Lakh,2,Lost,2025-08-04,53
LD01061,2025-12-30,Chattogram,Referral,UK,Study Abroad Consultation,Tanvir,10-20 Lakh,4,Lost,2026-01-21,22
LD01062,2025-09-27,Kalabagan,Facebook Ads,USA,Study Abroad Consultation,Shuvo,<5 Lakh,2,Lost,2025-10-13,16
LD01063,2025-08-14,Uttara,Referral,Malaysia,Study Abroad Consultation,Shuvo,10-20 Lakh,3,Enrolled,2025-12-08,116
LD01064,2025-02-28,Uttara,Walk-in,Canada,Study Abroad Consultation,Shuvo,<5 Lakh,2,Consultation Done,2025-03-14,14
LD01065,2025-06-29,Dhanmondi,Seminar/Event,Malaysia,Visa Processing,Arafat,20+ Lakh,4,Visa Approved,2025-09-26,89
LD01066,2026-05-08,Kalabagan,Seminar/Event,Canada,Study Abroad Consultation,Rafi,10-20 Lakh,5,Lost,2026-05-24,16
LD01067,2026-06-22,Chattogram,Walk-in,USA,Study Abroad Consultation,Arafat,5-10 Lakh,2,Consultation Done,2026-06-30,8
LD01068,2025-04-05,Kalabagan,Google Ads,Canada,Study Abroad Consultation,Rafi,5-10 Lakh,1,Enrolled,2025-07-19,105
LD01069,2025-07-24,Chattogram,Website Form,Australia,Study Abroad Consultation,Shuvo,<5 Lakh,2,New,2025-08-11,18
LD01070,2025-01-19,Kalabagan,Google Ads,Malaysia,IELTS Preparation,Shuvo,5-10 Lakh,3,Consultation Done,2025-01-28,9
LD01071,2026-06-29,Sylhet,Facebook Ads,Canada,Study Abroad Consultation,Priya,20+ Lakh,4,Lost,2026-07-10,11
LD01072,2025-12-22,Uttara,Google Ads,UK,Visa Processing,Priya,<5 Lakh,4,Contacted,2025-12-28,6
LD01073,2026-05-08,Kalabagan,Facebook Ads,UK,Study Abroad Consultation,Priya,<5 Lakh,1,Lost,2026-06-13,36
LD01074,2025-10-08,Chattogram,Seminar/Event,Malaysia,Study Abroad Consultation,Rafi,10-20 Lakh,1,Enrolled,2025-11-25,48
LD01075,2026-06-10,Chattogram,Facebook Ads,Canada,Study Abroad Consultation,Arafat,20+ Lakh,7,Enrolled,2026-07-31,142
LD01076,2025-01-17,Sylhet,Facebook Ads,UK,Study Abroad Consultation,Arafat,10-20 Lakh,3,Lost,2025-03-17,59
LD01077,2025-12-22,Dhanmondi,Referral,Australia,Language Course,tanvir,5-10 Lakh,1,Lost,2026-02-15,55
LD01078,2025-10-17,Dhanmondi,Walk-in,Canada,IELTS Preparation,Shuvo,<5 Lakh,4,Consultation Done,2025-10-28,11
LD01079,2026-07-23,Kalabagan,Google Ads,Malaysia,Study Abroad Consultation,Priya,10-20 Lakh,3,Consultation Done,2026-07-25,2
LD01080,2025-01-09,Kalabagan,Google Ads,Germany,Study Abroad Consultation,Priya,5-10 Lakh,1,Application Submitted,2025-04-28,109
LD01081,2025-06-14,Chattogram,Seminar/Event,UK,Language Course,Rafi,5-10 Lakh,6,Lost,2025-06-24,10
LD01082,2025-06-07,Dhanmondi,Facebook Ads,Malaysia,Visa Processing,Tanvir,5-10 Lakh,4,Contacted,2025-06-13,6
LD01083,2025-11-17,Uttara,Facebook Ads,Malaysia,Study Abroad Consultation,Mim,5-10 Lakh,3,Consultation Done,2025-11-20,3
LD01084,2025-10-27,Dhanmondi,Website Form,Germany,Language Course,Tanvir,20+ Lakh,4,New,2025-10-28,1
LD01085,2025-02-28,Dhanmondi,Facebook Ads,UK,Study Abroad Consultation,Shuvo,10-20 Lakh,4,Contacted,2025-03-06,6
LD01086,2025-02-27,Kalabagan,Referral,UK,Study Abroad Consultation,Tanvir,20+ Lakh,1,Visa Approved,2025-07-03,126
LD01087,2025-09-01,Kalabagan,Referral,Malaysia,Study Abroad Consultation,Priya,5-10 Lakh,3,Application Submitted,2025-11-13,73
LD01088,2025-08-23,Chattogram,Walk-in,Australia,Visa Processing,Mim,5-10 Lakh,1,Contacted,2025-08-26,3
LD01089,2025-11-26,Kalabagan,Google Ads,Australia,Study Abroad Consultation,Tanvir,10-20 Lakh,3,Lost,2025-12-13,17
LD01090,2025-08-29,Chattogram,Facebook Ads,Germany,IELTS Preparation,Nusrat,5-10 Lakh,3,Consultation Done,2025-09-07,9
LD01091,2026-01-01,Uttara,Walk-in,Canada,Study Abroad Consultation,Shuvo,,4,Visa Approved,2026-02-14,44
LD01092,2025-03-14,Chattogram,Seminar/Event,UK,IELTS Preparation,Rafi,20+ Lakh,3,Consultation Done,2025-03-23,9
LD01093,2025-02-12,Kalabagan,Facebook Ads,USA,IELTS Preparation,Rafi,<5 Lakh,1,Consultation Done,2025-02-26,14
LD01094,2026-05-30,Chattogram,Facebook Ads,UK,Study Abroad Consultation,Priya,10-20 Lakh,3,New,2026-06-14,15
LD01095,2025-08-12,Uttara,Walk-in,Canada,Visa Processing,Priya,10-20 Lakh,6,Application Submitted,2025-12-08,118
LD01096,2025-01-27,Kalabagan,Walk-in,USA,Language Course,Mim,10-20 Lakh,1,Contacted,2025-02-01,5
LD01097,2026-04-10,Kalabagan,Facebook Ads,UK,Study Abroad Consultation,Mim,10-20 Lakh,2,Contacted,2026-04-11,1
LD01098,2026-01-18,Kalabagan,Referral,Australia,Study Abroad Consultation,Priya,<5 Lakh,0,Lost,2026-01-24,6
LD01099,2025-03-24,Kalabagan,Google Ads,Germany,Study Abroad Consultation,Tanvir,<5 Lakh,6,Lost,2025-05-15,52
LD01100,2025-05-07,Chattogram,Seminar/Event,Germany,Study Abroad Consultation,Shuvo,5-10 Lakh,1,Contacted,2025-05-11,4
LD01101,2025-11-18,Kalabagan,Referral,Germany,Study Abroad Consultation,Shuvo,10-20 Lakh,4,Enrolled,2026-04-09,142
LD01102,2025-02-17,Chattogram,Facebook Ads,Germany,Language Course,Priya,10-20 Lakh,6,Contacted,2025-02-17,0
LD01103,2025-10-01,Kalabagan,Facebook Ads,UK,Study Abroad Consultation,Shuvo,10-20 Lakh,2,Enrolled,2025-11-12,42
LD01104,2026-05-08,Dhanmondi,Google Ads,Germany,IELTS Preparation,Priya,10-20 Lakh,5,New,2026-05-25,17
LD01105,2026-02-17,Kalabagan,Facebook Ads,UK,IELTS Preparation,Rafi,5-10 Lakh,3,Lost,2026-04-13,55
LD01106,2025-07-28,Uttara,Walk-in,Canada,Visa Processing,Arafat,5-10 Lakh,3,Contacted,2025-08-16,19
LD01107,2025-03-06,Sylhet,Facebook Ads,Australia,IELTS Preparation,Rafi,<5 Lakh,6,Lost,2025-05-02,57
LD01108,2025-10-25,Chattogram,Google Ads,UK,IELTS Preparation,Mim,10-20 Lakh,4,New,2025-11-01,7
LD01109,2026-03-05,Uttara,Facebook Ads,UK,IELTS Preparation,Arafat,20+ Lakh,1,Application Submitted,2026-07-22,139
LD01110,2025-08-02,Dhanmondi,Referral,UK,Study Abroad Consultation,Arafat,5-10 Lakh,1,Visa Approved,2025-10-18,77
LD01111,2025-03-17,Uttara,Facebook Ads,Germany,Study Abroad Consultation,Shuvo,20+ Lakh,3,Contacted,2025-03-19,2
LD01112,2025-10-13,Sylhet,Website Form,Germany,IELTS Preparation,Shuvo,20+ Lakh,1,New,2025-10-25,12
LD01113,2025-11-11,Uttara,Google Ads,Australia,IELTS Preparation,Nusrat,5-10 Lakh,4,Contacted,2025-11-22,11
LD01114,2025-01-22,Dhanmondi,Google Ads,UK,Language Course,Shuvo,20+ Lakh,3,Lost,2025-03-19,56
LD01115,2025-02-22,Kalabagan,Facebook Ads,Australia,IELTS Preparation,Arafat,5-10 Lakh,0,New,2025-03-02,8
LD01116,2026-01-07,Dhanmondi,Referral,Australia,Study Abroad Consultation,Nusrat,5-10 Lakh,2,Lost,2026-02-02,26
LD01117,2025-12-04,Dhanmondi,Google Ads,Malaysia,Language Course,Rafi,10-20 Lakh,4,Contacted,2025-12-16,12
LD01118,2025-06-24,Kalabagan,Referral,USA,Study Abroad Consultation,Nusrat,10-20 Lakh,2,Lost,2025-08-08,45
LD01119,2025-03-19,Kalabagan,Website Form,Canada,Study Abroad Consultation,Tanvir,5-10 Lakh,3,Enrolled,2025-07-16,119
LD01120,2025-04-03,Kalabagan,Referral,USA,Study Abroad Consultation,Rafi,10-20 Lakh,0,Lost,2025-04-18,15
LD01121,2026-01-08,Chattogram,Google Ads,Canada,IELTS Preparation,Rafi,<5 Lakh,6,New,2026-01-26,18
LD01122,2025-06-26,Dhanmondi,Facebook Ads,Australia,Study Abroad Consultation,Shuvo,20+ Lakh,2,Lost,2025-08-06,41
LD01123,2025-03-26,Chattogram,Seminar/Event,Malaysia,Study Abroad Consultation,Priya,<5 Lakh,0,Lost,2025-04-29,34
LD01124,2026-05-11,Chattogram,Google Ads,USA,Study Abroad Consultation,Mim,5-10 Lakh,4,Enrolled,2026-07-15,65
LD01125,2025-06-15,Dhanmondi,Walk-in,Malaysia,Language Course,Priya,5-10 Lakh,1,New,2025-06-20,5
LD01126,2025-07-15,Chattogram,Referral,Germany,Study Abroad Consultation,Mim,5-10 Lakh,6,Enrolled,2025-11-22,130
LD01127,2025-10-20,Dhanmondi ,Facebook Ads,UK,Study Abroad Consultation,Priya,10-20 Lakh,3,Contacted,2025-10-21,1
LD01128,2026-02-27,Uttara,Website Form,Malaysia,Visa Processing,Tanvir,20+ Lakh,1,Consultation Done,2026-02-28,1
LD01129,2025-05-20,Kalabagan,Referral,Canada,Study Abroad Consultation,Nusrat,,4,Lost,2025-07-07,48
LD01130,2025-06-05,Kalabagan,Referral,Australia,Study Abroad Consultation,Nusrat,20+ Lakh,3,Lost,2025-06-17,12
LD01131,2026-04-14,Dhanmondi,Website Form,UK,IELTS Preparation,arafat,5-10 Lakh,3,Enrolled,2026-06-21,68
LD01132,2026-04-06,Kalabagan,Referral,Germany,IELTS Preparation,Mim,5-10 Lakh,4,Enrolled,2026-04-27,21
LD01133,2025-12-31,Kalabagan,Walk-in,Malaysia,Study Abroad Consultation,Rafi,10-20 Lakh,1,Lost,2026-02-26,57
LD01134,2025-06-10,Kalabagan,Website Form,Malaysia,Study Abroad Consultation,shuvo,20+ Lakh,4,Lost,2025-07-07,27
LD01135,2026-01-09,Kalabagan,Facebook Ads,UK,Study Abroad Consultation,Arafat,5-10 Lakh,2,Lost,2026-01-10,1
LD01136,2026-04-05,Chattogram,Google Ads,Canada,Study Abroad Consultation,Priya,10-20 Lakh,3,Consultation Done,2026-04-15,10
LD01137,2025-12-08,Kalabagan,Walk-in,Germany,Language Course,Arafat,<5 Lakh,2,Lost,2026-01-05,28
LD01138,2025-12-03,Chattogram,Facebook Ads,Germany,Study Abroad Consultation,Nusrat,20+ Lakh,3,New,2025-12-03,0
LD01139,2025-10-02,Kalabagan,Seminar/Event,UK,Language Course,Tanvir,<5 Lakh,3,Lost,2025-11-30,59
LD01140,2025-04-14,Kalabagan,Walk-in,Malaysia,Visa Processing,Rafi,<5 Lakh,2,Lost,2025-05-06,22
LD01141,2025-07-02,Sylhet,Seminar/Event,Australia,IELTS Preparation,Mim,10-20 Lakh,1,Consultation Done,2025-07-13,11
LD01142,2025-03-09,Dhanmondi,Walk-in,Canada,Study Abroad Consultation,Priya,5-10 Lakh,3,Contacted,2025-03-16,7
LD01143,2025-04-10,Kalabagan,Seminar/Event,UK,Study Abroad Consultation,Mim,10-20 Lakh,2,Enrolled,2025-05-31,51
LD01144,2026-05-15,Sylhet,Website Form,UK,IELTS Preparation,Mim,<5 Lakh,4,Consultation Done,2026-05-18,3
LD01145,2025-08-24,Kalabagan,Website Form,UK,Study Abroad Consultation,Mim,10-20 Lakh,2,New,2025-09-01,8
LD01146,2025-08-20,Kalabagan,Website Form,Germany,IELTS Preparation,Priya,<5 Lakh,3,Application Submitted,2025-11-12,84
LD01147,2026-03-13,Kalabagan,Facebook Ads,Canada,Visa Processing,Tanvir,10-20 Lakh,5,Lost,2026-05-06,54
LD01148,2025-07-17,Kalabagan,Referral,USA,IELTS Preparation,Rafi,5-10 Lakh,2,Application Submitted,2025-08-01,15
LD01149,2025-12-03,Uttara,Google Ads,UK,Study Abroad Consultation,Arafat,20+ Lakh,1,New,2025-12-22,19
LD01150,2025-11-20,Dhanmondi,Facebook Ads,Malaysia,Study Abroad Consultation,Priya,20+ Lakh,2,Enrolled,2025-12-06,16
LD01151,2025-12-28,Chattogram,Seminar/Event,Canada,Language Course,Mim,10-20 Lakh,3,Contacted,2026-01-04,7
LD01152,2026-05-28,Sylhet,Facebook Ads,USA,Language Course,Priya,5-10 Lakh,3,Application Submitted,2026-06-26,29
LD01153,2025-11-20,Chattogram,Seminar/Event,Australia,IELTS Preparation,Rafi,<5 Lakh,2,Lost,2025-11-26,6
LD01154,2025-01-01,Kalabagan,Facebook Ads,UK,Study Abroad Consultation,Tanvir,<5 Lakh,7,Lost,2025-02-02,32
LD01155,2025-11-15,Kalabagan,Referral,UK,Study Abroad Consultation,Arafat,5-10 Lakh,7,Contacted,2025-12-02,17
LD01156,2026-06-20,Dhanmondi,Walk-in,Australia,Language Course,tanvir,5-10 Lakh,1,Lost,2026-07-23,33
LD01157,2026-05-18,Kalabagan,Website Form,USA,Study Abroad Consultation,Priya,<5 Lakh,2,Lost,2026-06-26,39
LD01158,2026-06-21,Kalabagan,Facebook Ads,Australia,Study Abroad Consultation,Rafi,10-20 Lakh,0,Contacted,2026-06-23,2
LD01159,2025-08-23,Sylhet,Referral,UK,IELTS Preparation,Arafat,5-10 Lakh,1,Enrolled,2025-12-05,104
LD01160,2025-07-10,Uttara,Facebook Ads,Germany,Study Abroad Consultation,priya,10-20 Lakh,4,Contacted,2025-07-14,4
LD01161,2026-01-29,Kalabagan,Seminar/Event,USA,IELTS Preparation,Rafi,10-20 Lakh,2,New,2026-02-13,15
LD01162,2025-12-27,Chattogram,Facebook Ads,Malaysia,Study Abroad Consultation,Nusrat,10-20 Lakh,5,Lost,2026-02-02,37
LD01163,2026-01-03,Kalabagan,Referral,UK,IELTS Preparation,Arafat,10-20 Lakh,3,Visa Approved,2026-02-23,51
LD01164,2026-06-15,Uttara,Seminar/Event,UK,IELTS Preparation,Shuvo,10-20 Lakh,3,New,2026-06-21,6
LD01165,2026-02-11,Dhanmondi,Facebook Ads,Canada,Visa Processing,Nusrat,5-10 Lakh,4,Consultation Done,2026-02-16,5
LD01166,2025-08-31,Kalabagan,Facebook Ads,UK,IELTS Preparation,Tanvir,<5 Lakh,4,Lost,2025-10-13,43
LD01167,2025-04-21,Uttara,Facebook Ads,Canada,Study Abroad Consultation,priya,5-10 Lakh,1,Enrolled,2025-08-14,115
LD01168,2026-05-23,Kalabagan,Website Form,Germany,IELTS Preparation,Rafi,5-10 Lakh,2,Contacted,2026-06-04,12
LD01169,2026-03-16,Uttara,Website Form,UK,IELTS Preparation,Shuvo,5-10 Lakh,3,Consultation Done,2026-04-01,16
LD01170,2026-05-09,Dhanmondi,Referral,UK,IELTS Preparation,Priya,5-10 Lakh,1,Enrolled,2026-07-31,137
LD01171,2025-07-06,Kalabagan,Facebook Ads,Australia,Visa Processing,Nusrat,<5 Lakh,2,New,2025-07-13,7
LD01172,2025-12-15,Kalabagan,Seminar/Event,UK,Study Abroad Consultation,Priya,10-20 Lakh,9,Consultation Done,2025-12-18,3
LD01173,2025-07-30,Chattogram,Walk-in,Malaysia,Study Abroad Consultation,Arafat,20+ Lakh,1,Lost,2025-09-23,55
LD01174,2025-07-11,Dhanmondi,Facebook Ads,Germany,Study Abroad Consultation,Mim,5-10 Lakh,2,Lost,2025-08-24,44
LD01175,2025-06-29,Kalabagan,Google Ads,Canada,Study Abroad Consultation,Nusrat,10-20 Lakh,3,Contacted,2025-07-08,9
LD01176,2026-05-05,Sylhet,Google Ads,Canada,Visa Processing,Shuvo,,3,Enrolled,2026-07-31,96
LD01177,2026-03-23,Sylhet,Google Ads,USA,IELTS Preparation,Mim,5-10 Lakh,3,Contacted,2026-04-02,10
LD01178,2025-11-10,Sylhet,Google Ads,Malaysia,Study Abroad Consultation,Nusrat,10-20 Lakh,3,New,2025-11-22,12
LD01179,2025-11-12,Kalabagan,Seminar/Event,Malaysia,Study Abroad Consultation,Shuvo,5-10 Lakh,2,Consultation Done,2025-11-15,3
LD01180,2025-03-12,Kalabagan,Walk-in,UK,Visa Processing,Priya,10-20 Lakh,5,New,2025-03-21,9
LD01181,2025-10-03,Kalabagan,Facebook Ads,Australia,Study Abroad Consultation,Arafat,20+ Lakh,2,Lost,2025-11-10,38
LD01182,2025-12-02,Uttara,Walk-in,UK,Visa Processing,Rafi,5-10 Lakh,1,Visa Approved,2026-01-22,51
LD01183,2026-01-28,Kalabagan,Google Ads,UK,Visa Processing,Mim,<5 Lakh,1,Lost,2026-03-04,35
LD01184,2025-03-22,Uttara,Facebook Ads,USA,IELTS Preparation,Shuvo,5-10 Lakh,3,New,2025-04-07,16
LD01185,2025-12-10,Uttara,Website Form,Australia,IELTS Preparation,Mim,<5 Lakh,3,Lost,2026-01-07,28
LD01186,2026-05-04,Uttara,Referral,Canada,IELTS Preparation,Rafi,5-10 Lakh,3,Application Submitted,2026-06-08,35
LD01187,2025-10-20,Uttara,Walk-in,Canada,Language Course,Priya,<5 Lakh,1,Lost,2025-10-22,2
LD01188,2026-01-03,Kalabagan,Walk-in,Australia,Study Abroad Consultation,Arafat,10-20 Lakh,1,Lost,2026-02-14,42
LD01189,2025-01-01,Dhanmondi,Website Form,Germany,Visa Processing,Nusrat,5-10 Lakh,2,Enrolled,2025-04-09,98
LD01190,2026-06-19,Kalabagan,Referral,UK,Study Abroad Consultation,Nusrat,10-20 Lakh,3,Consultation Done,2026-06-28,9
LD01191,2026-07-16,Kalabagan,Website Form,Canada,Study Abroad Consultation,Arafat,5-10 Lakh,3,Contacted,2026-07-23,7
LD01192,2026-03-11,Kalabagan,Seminar/Event,Canada,Study Abroad Consultation,Priya,5-10 Lakh,3,Contacted,2026-03-21,10
LD01193,2025-08-16,Dhanmondi ,Website Form,Canada,Study Abroad Consultation,Arafat,<5 Lakh,3,Contacted,2025-08-28,12
LD01194,2026-03-19,Kalabagan,Walk-in,Germany,Study Abroad Consultation,Rafi,<5 Lakh,4,New,2026-03-29,10
LD01195,2025-08-28,Uttara,Seminar/Event,Canada,Visa Processing,Shuvo,5-10 Lakh,4,Contacted,2025-09-12,15
LD01196,2025-06-01,Dhanmondi,Seminar/Event,Germany,Study Abroad Consultation,shuvo,5-10 Lakh,4,Application Submitted,2025-10-26,147
LD01197,2026-01-07,Kalabagan,Facebook Ads,UK,IELTS Preparation,Shuvo,5-10 Lakh,2,Consultation Done,2026-01-22,15
LD01198,2025-07-27,Uttara,Facebook Ads,UK,IELTS Preparation,Nusrat,5-10 Lakh,1,Consultation Done,2025-08-13,17
LD01199,2025-06-11,Chattogram,Facebook Ads,Australia,Visa Processing,Arafat,20+ Lakh,3,Lost,2025-07-22,41
LD01200,2026-07-15,Kalabagan,Referral,Australia,Visa Processing,Shuvo,<5 Lakh,4,Enrolled,2026-07-31,87
LD00637,2025-06-01,Kalabagan,Referral,UK,IELTS Preparation,Priya,<5 Lakh,2,Enrolled,2025-08-24,84
LD00684,2026-03-05,Dhanmondi,Website Form,Canada,Language Course,Shuvo,<5 Lakh,4,Consultation Done,2026-03-08,3
LD01034,2025-06-08,Sylhet,Facebook Ads,Australia,Study Abroad Consultation,Arafat,<5 Lakh,3,Visa Approved,2025-07-03,25
LD00191,2025-09-07,Kalabagan,Facebook Ads,UK,Study Abroad Consultation,Nusrat,5-10 Lakh,0,Visa Approved,2025-11-03,57
LD01084,2025-10-27,Dhanmondi,Website Form,Germany,Language Course,Tanvir,20+ Lakh,4,New,2025-10-28,1
LD00284,2026-01-31,Chattogram,Website Form,Malaysia,Study Abroad Consultation,Rafi,10-20 Lakh,1,Lost,2026-03-20,48
LD00818,2026-01-24,Uttara,Website Form,Canada,Study Abroad Consultation,Rafi,5-10 Lakh,2,Visa Approved,2026-02-22,29
LD00315,2026-03-19,Chattogram,Facebook Ads,Australia,Study Abroad Consultation,Tanvir,5-10 Lakh,5,Enrolled,2026-05-19,61
LD00538,2026-02-09,Kalabagan,Walk-in,Germany,IELTS Preparation,Nusrat,5-10 Lakh,3,Lost,2026-02-23,14
LD00665,2026-07-08,Kalabagan,Facebook Ads,Canada,Study Abroad Consultation,Mim,10-20 Lakh,2,Lost,2026-07-31,23
LD00240,2025-05-11,Chattogram,Referral,USA,Study Abroad Consultation,Tanvir,5-10 Lakh,5,Lost,2025-05-21,10
LD00136,2026-06-27,Kalabagan,Website Form,Australia,Language Course,arafat,<5 Lakh,2,Lost,2026-07-31,58
LD00336,2025-05-22,Kalabagan,Seminar/Event,UK,Study Abroad Consultation,Mim,<5 Lakh,4,Enrolled,2025-08-20,90
LD00190,2026-06-26,Uttara,Google Ads,Australia,Study Abroad Consultation,Mim,5-10 Lakh,2,New,2026-06-28,2
LD00839,2026-01-07,Uttara,Google Ads,Canada,Study Abroad Consultation,Mim,20+ Lakh,1,Application Submitted,2026-02-18,42
